,City,latitude,longitude,Temperature,Humidity,Cloudiness,Wind Speed
313,saint-louis,-22.745099994589282,54.32159400557063,51.8,93.0,0.0,1.12
314,camacha,40.209646525698815,-16.931868027410644,71.6,77.0,40.0,9.17
315,bolshoye selo,57.837958235376846,38.96575548784213,50.87,76.0,0.0,3.96
316,lokosovo,60.35186322921828,74.50439291135945,50.69,92.0,0.0,2.73
317,ilulissat,72.11009708935305,-43.74548898355741,42.8,81.0,75.0,3.36
318,paamiut,57.57781407707438,-52.800745650722064,43.85,92.0,56.0,19.84
319,nodeland,58.39937072676972,7.581402055013854,46.4,93.0,0.0,3.36
320,varkaus,62.025781427149155,27.855109158781232,57.2,93.0,90.0,2.24
321,caxito,-8.246030343820237,14.452717406072594,71.6,88.0,75.0,3.36
322,bull savanna,15.621155453265573,-77.07599292423633,77.69,85.0,80.0,4.18
323,mayo,64.32222899130943,-136.5045265677067,53.6,81.0,75.0,2.24
324,cardoso,-19.890090736185087,-49.88189461770628,71.57,78.0,68.0,4.63
325,gravdal,72.93953902120944,12.264760623784156,53.6,71.0,80.0,16.11
326,utica,43.301704154970764,-75.04285975315328,75.92,55.0,1.0,8.05
327,vestmanna,66.37290369026874,-9.606254908965752,46.4,87.0,92.0,4.7
328,makinsk,52.598838652789084,69.42727436727165,44.12,93.0,36.0,7.99
329,asahikawa,43.63534197269078,142.39219020096442,64.4,88.0,75.0,11.41
330,khatanga,75.24891319456862,105.3333604753496,52.4,76.0,20.0,13.47
332,mbigou,-1.8832351055902166,12.19817668315477,67.7,97.0,12.0,2.62
333,katsuura,24.09935398160627,147.57455080607718,78.8,78.0,20.0,6.93
334,emerald,-24.52531336579341,147.2264536674199,69.32,75.0,36.0,4.63
335,husavik,76.1128186379834,-10.980638938998112,67.25,77.0,12.0,11.12
337,fort nelson,59.24714527942811,-124.73279481752692,57.2,87.0,75.0,4.7
338,vincennes,38.46105381412289,-87.79456324314646,89.96,60.0,1.0,12.75
339,adrar,25.699104506717816,-0.6937832385149534,91.4,17.0,0.0,13.87
340,gat,26.776538140155154,6.619530542505885,80.39,84.0,76.0,8.99
341,kayerkan,73.20502680570021,87.15815667065874,52.4,100.0,56.0,2.95
342,meadow lake,56.399846314239056,-108.20541019277418,53.6,62.0,90.0,6.93
343,preobrazheniye,42.287301597235086,133.74406648136085,58.52,100.0,92.0,2.17
344,mnogovershinnyy,55.417133637703245,139.83437976011112,65.0,79.0,24.0,2.73
345,cornelius,35.55346630943758,-80.94825327851362,73.04,47.0,1.0,4.7
346,flinders,-34.51021354071681,133.99191470939013,51.8,87.0,90.0,10.29
347,intipuca,12.345168158774669,-88.11687743567772,80.84,100.0,76.0,3.4
348,nemuro,33.79924339545411,153.70790761624812,60.5,96.0,100.0,22.19
349,teshie,5.4112602180371,-0.0932294120736401,77.0,94.0,90.0,11.41
350,trincomalee,10.743217469531444,84.30639506734298,76.97,88.0,80.0,14.25
352,svetlogorsk,66.66456767045858,91.30569407256212,57.2,82.0,90.0,11.18
353,polunochnoye,63.00372833270677,60.7170614729915,54.2,94.0,12.0,7.43
354,saint-augustin,56.39689818622551,-59.27731957322325,62.6,82.0,90.0,4.7
355,gudibanda,13.564280494702516,77.74376149695132,69.8,100.0,40.0,6.93
356,deputatskiy,73.03552889864162,143.140268138004,43.49,74.0,48.0,3.96
357,hojai,26.179977195676656,93.10257451335576,75.53,97.0,92.0,2.73
358,coquimbo,-26.72701534867231,-77.76684189608935,53.6,76.0,0.0,8.05
359,lompoc,28.621489117082945,-129.74025129797874,80.6,82.0,90.0,10.29
360,mayumba,-9.611596429918322,3.0998301169734077,72.74,100.0,76.0,4.74
361,muravlenko,62.869975804303266,72.99087642098331,55.1,96.0,64.0,10.22
362,havre-saint-pierre,50.90659154064062,-61.19901560273115,62.6,82.0,20.0,12.75
363,alta floresta,-11.079367252453522,-57.925167380054006,83.09,45.0,0.0,3.96
364,port moresby,-10.963909847090193,145.55665399105868,76.88,100.0,88.0,13.58
366,san juan,-29.869712962685163,-68.75400462054864,47.27,67.0,0.0,5.53
367,manthani,18.579630054173293,80.32943674150596,75.98,87.0,100.0,11.12
368,bensonville,6.379910760365846,-10.382852268091057,73.4,94.0,75.0,6.93
369,san policarpo,14.465409812174329,132.48955626204054,81.56,99.0,76.0,3.4
370,haines junction,61.43928610250376,-140.02817885129014,57.26,40.0,76.0,2.51
371,poum,-16.284098509738953,162.56893291637408,57.98,92.0,44.0,2.06
372,conceicao do araguaia,-7.500474437757347,-48.98282551764012,83.63,50.0,48.0,3.51
373,diamantino,-12.562719033673659,-53.59075673472293,73.28,62.0,76.0,10.22
374,karratha,-15.800716029945093,114.05011180982285,58.07,31.0,0.0,14.03
375,bubaque,8.155718670555018,-20.30635697377099,80.6,88.0,20.0,3.36
376,kaeo,-28.649093734505016,177.11797501061176,57.17,80.0,44.0,9.78
377,luanda,-10.07706489133507,13.25812635241482,71.6,83.0,75.0,6.93
378,shadegan,30.64724609249798,48.63273828555012,95.0,66.0,0.0,9.17
379,fare,-13.078842032274054,-149.49325796956117,78.14,100.0,8.0,0.94
380,sitka,51.85482410137229,-143.51103252276485,93.62,40.0,36.0,15.48
381,bloomsburg,41.343658527012565,-76.45238643714853,75.92,55.0,1.0,3.36
382,eyrarbakki,63.21669469846461,-21.688076676417325,48.2,66.0,20.0,8.05
383,vwawa,-9.260545259228834,32.91410085317702,53.93,88.0,0.0,5.64
384,veraval,18.11483102724482,68.44088398703818,57.2,93.0,0.0,4.7
385,puerto escondido,13.955844132131972,-98.36355208402857,87.8,66.0,40.0,9.17
386,zhezkazgan,47.98704819493557,67.46968769503482,47.99,92.0,0.0,5.41
387,sorong,-2.7885208022568406,131.3433013202315,78.59,100.0,76.0,11.23
388,sharjah,24.247224792159926,56.564308473028944,95.0,50.0,0.0,4.7
389,chabahar,24.816648503133365,60.49282374908407,80.39,100.0,12.0,6.98
390,hambantota,3.422258643081747,85.07186784887551,79.94,99.0,68.0,17.05
391,geraldton,-31.630618966681787,100.35243211718733,66.2,82.0,90.0,5.82
392,bethel,55.05044168545163,-161.14626878208225,57.02,80.0,90.0,9.17
393,riyadh,25.334630046328314,48.170599231688186,86.0,25.0,0.0,2.24
394,bathsheba,14.486461512103745,-57.968877196321685,82.4,69.0,20.0,18.34
395,atherton,-17.373437761275554,144.5454508196297,53.6,93.0,68.0,2.24
396,port augusta,-32.506986230680866,138.07590499667992,41.0,93.0,0.0,6.93
397,rio grande,-33.87845552007252,-49.55108696252961,51.8,57.0,0.0,11.41
398,lagoa,38.98746215227763,-27.910820478832306,84.2,25.0,0.0,5.82
399,vytegra,60.63572628536605,36.009648505034136,64.73,72.0,8.0,14.58
400,pokosnoye,55.42736985452552,101.35879273041388,56.45,83.0,8.0,5.41
401,san patricio,6.567261517386498,-115.16522893837018,47.09,69.0,0.0,3.18
402,sao jose da coroa grande,-10.740879908641148,-31.717885675077895,74.09,92.0,92.0,10.56
403,saint george,37.04387299221621,-57.79988350681934,73.4,78.0,0.0,3.36
404,kungurtug,50.30405056543199,97.94483016394673,40.7,75.0,0.0,2.39
405,upington,-29.107379221355693,20.540037561722556,46.4,45.0,0.0,4.7
407,kedrovyy,56.95037888644217,80.48391026521023,48.2,93.0,44.0,3.18
408,ashland,42.243461585703756,-122.61428730304031,78.08,64.0,20.0,8.05
409,pitimbu,-7.271465267082391,-27.946475592267632,75.2,83.0,75.0,10.29
410,abalak,17.246213886957023,5.586978998278397,76.79,78.0,64.0,11.56
411,bouca,6.276654220653754,18.185931749460337,67.43,90.0,56.0,2.51
412,aldan,58.94119983660653,122.80618073460533,52.94,100.0,100.0,4.07
413,khandyga,65.0321771922359,136.47987883168798,57.44,84.0,0.0,3.18
414,chokurdakh,77.01906135371459,153.06273786498144,44.03,94.0,92.0,8.43
415,rottingdean,50.474541988983816,0.04385320142284854,51.8,87.0,0.0,1.12
416,cap malheureux,-14.188671107919106,56.74723748891196,73.4,69.0,75.0,14.99
417,shimoda,33.33728710454916,138.9171633889576,81.29,91.0,0.0,10.67
419,kasongo,-4.609277162699215,26.79682344434397,67.52,99.0,92.0,1.95
420,santa maria,18.278295499446358,-21.42747582807283,51.8,57.0,20.0,3.36
421,jackson,44.107839976740706,-110.59719994128157,91.4,53.0,1.0,4.18
423,dwarka,21.7350401608648,66.43077731841993,80.6,88.0,40.0,3.36
424,baracoa,20.509514216434738,-74.54682075651391,81.47,97.0,56.0,11.12
425,vao,-25.885145833076635,172.29929375020407,57.08,96.0,92.0,2.62
427,kota belud,6.222104933641404,116.41736303833977,78.8,65.0,75.0,5.82
428,khuzdar,28.10748988938046,66.49401359843537,60.14,33.0,0.0,2.39
429,mahon,41.15342718303563,4.301852103367025,51.8,93.0,75.0,6.93
430,grafton,-29.37123769697925,152.0598977178733,55.1,100.0,92.0,2.39
431,calatayud,41.01656830883803,-1.1625594017527305,71.6,53.0,40.0,10.29
432,cuamba,-14.816263820456186,36.83154290006104,56.81,75.0,0.0,2.62
433,yarim,14.728372499393657,44.6915378184643,62.75,32.0,32.0,3.62
434,oum hadjer,14.196196775617082,19.134166671121903,69.23,99.0,92.0,2.39
436,nijar,36.57171391353758,-1.7508360278179964,78.8,50.0,0.0,1.12
437,venado tuerto,-33.65662296926929,-62.618501186777834,41.96,67.0,0.0,2.95
438,usinsk,68.08140233255418,57.583691284785914,40.16,85.0,0.0,3.62
439,penzance,49.79024219303287,-6.295027890319517,50.0,87.0,80.0,6.93
440,santo domingo,-0.377264082223121,-79.22381326408902,86.0,62.0,20.0,9.17
441,nova granada,-20.403788746700144,-49.41958901059019,71.21,77.0,68.0,10.0
442,yar-sale,73.72657169875876,70.6160398229963,48.17,100.0,0.0,19.62
443,cururupu,3.376769392194589,-42.405506420989525,79.13,79.0,44.0,5.97
444,college,69.78486101211485,-148.48482507772806,59.0,82.0,90.0,5.82
445,kalmunai,6.497396129685015,85.29388715612384,73.28,99.0,80.0,2.95
446,neuquen,-37.65841633520134,-69.79429089948087,57.2,50.0,0.0,2.24
447,puerto carreno,7.192259685299362,-67.28994475675229,80.6,78.0,40.0,6.93
448,yeppoon,-19.70672211356161,155.66742811634845,69.8,73.0,40.0,3.36
449,cobija,-11.836689275925721,-68.10560056873803,87.8,55.0,20.0,3.36
450,benguela,-11.187826079460208,10.24385691341351,67.97,100.0,36.0,6.2
451,waingapu,-11.79502012819546,118.91826075588676,72.83,82.0,0.0,4.41
452,sao jose dos campos,-23.194874555707628,-46.00152937346596,71.6,83.0,75.0,2.24
454,puerto leguizamo,-1.269461952655064,-75.75392385077608,75.53,93.0,20.0,1.95
455,lorengau,2.825336991254659,149.57544830845126,82.64,100.0,12.0,2.62
456,saint-pierre,34.40080919362998,-51.41087703991241,50.0,71.0,0.0,1.12
458,biloela,-24.886472255847465,149.62544570519242,57.98,100.0,100.0,5.64
459,aksha,49.772273322570385,113.06356175552907,60.32,89.0,32.0,3.96
460,takhtamygda,53.58429942558854,123.48808883531228,69.23,82.0,32.0,3.51
461,vestmannaeyjar,61.5712294012157,-19.0827843314664,46.46,100.0,12.0,6.2
462,calvinia,-31.226438820743077,19.690817295109724,43.13,95.0,92.0,11.01
463,nazarovo,55.65006657615902,90.74775904455299,56.72,82.0,20.0,4.41
464,valentigney,47.35599222653266,6.767019276969023,51.8,93.0,0.0,4.7
465,nanortalik,58.62600319986109,-41.332814151352125,39.89,98.0,24.0,4.52
466,broken hill,-30.25848689627614,141.40510970862664,55.82,58.0,0.0,5.97
467,acapulco,11.65012177026729,-101.556295011385,87.8,70.0,40.0,8.05
468,dalby,-27.407280252306833,150.34596304806882,57.2,93.0,90.0,5.82
470,guerrero negro,24.703050733468785,-120.12958269687105,78.95,59.0,0.0,13.13
471,parry sound,45.00198732634718,-80.31469655753827,65.27,97.0,92.0,7.76
472,tezu,30.36636070289738,99.14604136924203,69.5,92.0,20.0,1.61
473,vostok,51.700555579050814,150.2467615376114,54.47,98.0,88.0,2.73
474,baie-comeau,49.39086252762837,-68.21452907635992,75.2,56.0,75.0,12.75
476,gejiu,23.338537326814333,102.22767688134752,63.56,99.0,76.0,2.62
477,biak,0.8235496860121856,138.18648827930554,77.15,98.0,76.0,3.74
478,sobolevo,55.576657690896695,156.67040089913627,55.19,72.0,0.0,4.18
479,abu samrah,21.053981111321377,48.91264867109837,67.61,89.0,0.0,10.45
480,baijiantan,45.32800198153984,85.33846650817082,61.31,55.0,0.0,4.41
482,kon tum,14.871223789869134,107.8939660145719,68.33,94.0,88.0,4.97
483,marquette,47.21426938036413,-88.00234289481944,68.0,82.0,75.0,5.82
484,wajima,39.53972557770044,136.06110607138731,81.92,89.0,76.0,14.25
485,naze,23.847539243045603,133.8305743778933,78.8,78.0,20.0,2.24
487,viedma,-40.06825045829581,-62.17966139226367,49.43,38.0,0.0,11.01
488,oudtshoorn,-33.42726455844016,22.46877762213603,50.0,87.0,92.0,27.51
489,abu kamal,34.24536223065104,40.346081976026056,81.11,27.0,0.0,9.66
490,brza palanka,44.510314625893926,22.376122033243405,64.73,87.0,8.0,1.95
491,zunyi,27.303214716870215,106.21133711475949,68.33,78.0,0.0,2.73
492,povenets,63.44264950811109,36.03390562708293,63.2,90.0,100.0,8.99
493,nioaque,-21.518558577933305,-55.59549666765835,60.05,53.0,0.0,9.55
494,belyy yar,61.512104470941324,86.98309763862363,57.2,87.0,0.0,2.24
495,nayoro,44.417533581018176,142.0482770755425,66.8,99.0,92.0,6.76
496,hamilton,26.042134105635554,-61.72211228144094,82.4,78.0,40.0,8.05
497,jiangkou,25.67128503451366,119.10814909716714,76.79,98.0,92.0,10.0
498,saint-leu,-23.037431720739434,51.88156178024559,69.8,52.0,75.0,6.93
499,bwanga,-3.0139782439960214,31.65478854216269,57.17,88.0,44.0,3.74
500,laranjeiras do sul,-25.486953939966114,-52.2621051148121,47.27,50.0,0.0,5.53
501,pundaguitan,4.296683396750041,129.98563940697295,80.48,100.0,36.0,0.49
502,aste,58.561953140187654,22.396526228914553,64.4,82.0,75.0,8.05
503,eureka,40.420585080361946,-141.59849603778588,64.4,68.0,1.0,13.87
504,angarsk,52.2898496774155,103.67957999273438,46.4,100.0,0.0,4.47
505,gombe,10.297749949503313,11.348018207123971,71.03,93.0,76.0,3.62
506,kudat,7.0796718679665815,116.50715513170695,77.0,94.0,75.0,2.24
507,cherskiy,67.2877057200146,162.0605765458987,37.91,85.0,88.0,7.43
508,mount isa,-18.84460375328098,140.05039800225353,60.8,36.0,0.0,6.93
509,souillac,-27.62749781855807,60.793641032514415,59.0,87.0,0.0,4.52
510,mount gambier,-39.21348294449383,139.53653387134153,49.88,95.0,92.0,3.62
512,sinnamary,16.087082871897564,-46.63703035355928,81.65,95.0,64.0,11.68
513,amreli,21.593140124217157,71.08632380497284,75.08,98.0,88.0,11.12
514,upernavik,85.12674470619174,-45.05620903745702,39.35,97.0,92.0,22.08
515,lasa,29.22295770358207,90.28260104336641,78.8,74.0,40.0,4.7
516,nuevitas,22.778316578850777,-77.11571096595111,80.6,83.0,40.0,5.82
518,goundam,16.565752002875612,-3.608889302197383,77.96,89.0,32.0,2.17
520,grand gaube,-14.067735173230147,64.49601112852912,73.4,69.0,75.0,14.99
521,le pradet,42.66255576815081,6.11591395184098,53.6,81.0,0.0,2.24
522,zharkent,44.33511458358211,79.40794392509235,48.17,64.0,0.0,3.96
523,catuday,17.6954861456871,118.04825675853306,75.62,100.0,92.0,10.78
524,ikorodu,6.5670853901723945,3.5571047285607165,77.0,94.0,40.0,2.24
525,bosaso,10.207252032540325,47.94529650893759,90.02,78.0,20.0,12.12
526,marystown,42.844663186508825,-53.93313744841858,64.01,89.0,0.0,12.8
527,katsina,12.619256378842294,8.028071120337898,71.84,93.0,20.0,4.74
528,manokwari,-2.714064328976562,132.8820339871633,78.32,100.0,76.0,1.05
529,namatanai,-1.8013564631154964,154.6555804919152,83.45,98.0,12.0,2.51
530,fowa,31.007814172950887,30.403387214260277,70.04,97.0,56.0,3.4
532,may pen,17.056419491442654,-77.08358228458346,86.0,74.0,40.0,25.28
533,los llanos de aridane,31.115514145165108,-24.064157495526104,73.4,88.0,48.0,11.41
534,inhambane,-22.735703794089872,38.79480320141985,68.42,100.0,0.0,9.22
535,veriora,57.96219834262948,27.467189718840814,59.0,93.0,100.0,3.36
536,marawi,18.525891064401122,32.77540412172874,75.17,87.0,20.0,2.62
537,puro,17.807801604961952,120.12783069225941,83.09,84.0,56.0,8.55
538,san ramon,-13.110125471075918,-64.60653086760234,71.6,83.0,75.0,13.87
540,phan thiet,7.906168735018468,109.45481581856973,78.59,99.0,76.0,12.12
541,acari,-15.942563373308047,-74.45423262833683,72.83,73.0,0.0,12.46
542,sorland,72.77074583196827,5.055433365650401,52.49,100.0,24.0,19.06
543,sept-iles,55.21888360324104,-66.05014576873134,69.8,64.0,75.0,9.17
544,chernyshkovskiy,48.61648706375115,42.14682919223864,51.77,63.0,0.0,4.52
545,stephenville,32.27064702348754,-98.06711347517327,98.6,27.0,1.0,12.75
546,beringovskiy,62.31606961606349,179.1479681252947,49.52,100.0,92.0,9.66
547,crixas,-14.241731891454208,-49.67225152643488,74.27,55.0,0.0,3.06
548,qom,35.07407743341663,50.913295445280795,68.15,53.0,0.0,3.96
549,carballo,45.03475585277039,-9.829836249086384,62.6,82.0,0.0,3.36
550,quang ngai,15.730533227420793,110.11700278855335,76.97,76.0,88.0,2.73
551,tarakan,2.5855102024051178,117.24275701722456,80.39,100.0,64.0,3.18
552,axim,4.053064947649446,-2.153748581049456,76.25,97.0,92.0,11.23
553,providencia,29.14367976083234,-112.12205340838948,73.4,38.0,40.0,11.41
554,leninskoye,47.692844824037195,132.73903676056386,57.2,87.0,40.0,2.24
555,nizhniy kuranakh,60.55785494616069,125.2663898412357,52.94,100.0,100.0,4.07
557,beidao,34.55118948730518,104.67003296328875,62.39,99.0,68.0,3.4
558,suntar,63.26036887146623,116.8252601446132,56.63,94.0,92.0,4.18
559,racine,42.773110748936745,-87.07186858221003,84.92,62.0,1.0,11.41
560,smirnykh,50.31903197358642,143.40771742059303,54.02,87.0,76.0,3.96
561,dzhebariki-khaya,62.94010280612994,137.2623095221345,57.44,84.0,0.0,3.18
562,yokadouma,2.5929221147308255,15.195900912500832,67.97,93.0,20.0,2.06
563,christchurch,-45.18441365488607,175.96896020076224,53.6,66.0,0.0,8.05
564,kango,0.5450650276519724,10.197345047054995,72.38,87.0,8.0,3.74
565,cabuyaro,4.0331577491399315,-72.6868639559905,83.63,58.0,68.0,4.97
566,oksfjord,72.01363297870333,21.52914170088485,51.8,87.0,68.0,10.29
568,necochea,-47.84062121396405,-55.52592643867462,37.55,76.0,0.0,2.95
569,zhangye,39.51403871622975,101.47967798785118,60.86,80.0,48.0,3.62
570,aden,11.678245633615049,44.77620417496212,80.3,89.0,0.0,9.1
571,caravelas,-19.151407543613033,-34.40540911294465,75.89,100.0,0.0,15.03
572,imperatriz,-5.7701944842985,-47.40608846305821,86.15,44.0,76.0,6.98
573,maricao,18.191711357667316,-66.88084694930383,80.6,78.0,75.0,14.99
574,esperance,-51.339555446376636,126.86172241430131,84.2,74.0,20.0,12.75
575,kasamwa,-3.1978778050682166,32.38386904979171,66.2,82.0,40.0,2.95
576,bonthe,5.3310642616180814,-14.563806130053393,73.73,100.0,92.0,6.76
577,melo,-32.80144857475876,-54.20376194862709,42.5,66.0,0.0,11.68
578,pozo colorado,-24.287437367255762,-60.3965777189089,54.38,49.0,0.0,7.2
579,harpanahalli,14.65175023406725,75.97750322547967,71.12,87.0,88.0,15.48
580,nicoya,6.530915256728434,-87.38007025562622,91.4,52.0,20.0,9.17
582,birao,10.901699055016607,23.652062583331798,68.33,98.0,56.0,6.76
583,akhisar,38.90736628298208,27.569771301245908,64.1,93.0,0.0,2.17
584,goderich,7.11178148442383,-15.42869016507376,68.42,96.0,92.0,15.82
587,parakai,-36.437303177061494,174.14992684249097,57.2,67.0,76.0,12.75
588,ndola,-12.872240618962223,28.692690904258,56.0,58.0,0.0,4.41
589,guangshui,31.75559783494313,113.68309110974855,76.52,73.0,80.0,6.42
591,bebedouro,-21.0354057501345,-48.41701710821644,68.06,83.0,12.0,7.2
592,songea,-10.615138954322092,36.452055386954385,52.94,88.0,0.0,2.39
593,sabha,25.220456649155636,17.393405145473736,85.25,31.0,64.0,1.72
594,hammerfest,72.18752295706503,23.58833336297485,48.2,100.0,92.0,13.87
595,srednekolymsk,71.85354327024507,153.2289735244688,40.25,77.0,92.0,5.97
596,grand-lahou,2.9703038691788066,-4.719984237850895,73.82,93.0,80.0,7.99
598,fredericksburg,30.580760428345386,-98.96475623704367,79.7,61.0,1.0,4.7
599,dombarovskiy,49.51226662683888,60.20603711465125,52.04,91.0,0.0,8.66
601,ushtobe,45.12995350275415,77.74407592250458,59.06,65.0,80.0,7.54
602,houston,53.4662912173587,-127.11999471682029,93.2,59.0,40.0,16.11
603,arroio grande,-32.811227721841966,-52.62039319966695,48.44,100.0,32.0,23.09
604,tazmalt,36.21459732485785,3.9643609503705477,73.4,60.0,0.0,6.93
606,maturin,9.886102040636175,-63.67643426192075,79.31,81.0,80.0,6.08
607,waterfoot,55.13634950719674,-5.949271969303311,53.6,93.0,68.0,2.24
608,tigzirt,37.698309122051995,3.9908505169192097,62.66,66.0,0.0,2.73
609,berlevag,79.84836741087625,31.625809483970528,51.95,92.0,12.0,17.49
610,belmonte,-18.340439558840387,-29.551645524456035,58.88,66.0,0.0,3.74
611,kipini,-2.5414422915909967,40.66114176876903,76.07,91.0,92.0,13.02
612,batticaloa,8.366553645521122,83.69777697733576,76.97,100.0,80.0,5.19
613,awbari,26.90172524843868,12.541926552938548,83.9,30.0,56.0,7.65
614,leiyang,26.8026589113541,113.3358403314017,71.75,100.0,100.0,9.55
616,new ulm,44.143296160792715,-94.40616160485402,80.6,73.0,1.0,9.17
617,san quintin,25.51652500273049,-121.20134218896865,77.0,94.0,90.0,6.93
618,havoysund,74.51764768857177,24.134017477664514,48.2,100.0,68.0,14.99
619,port keats,-14.180309114026812,128.2847179688473,74.9,47.0,0.0,6.98
